local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0000960,Sacral dimple,subject,hpo_present,subject,HP:0000960,Sacral dimple,http://purl.obolibrary.org/obo/hp.owl,
HP:0000963,Thin skin,subject,hpo_present,subject,HP:0000963,Thin skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0000964,Eczema,subject,hpo_present,subject,HP:0000964,Eczema,http://purl.obolibrary.org/obo/hp.owl,
HP:0000967,Petechiae,subject,hpo_present,subject,HP:0000967,Petechiae,http://purl.obolibrary.org/obo/hp.owl,
HP:0000973,Cutis laxa,subject,hpo_present,subject,HP:0000973,Cutis laxa,http://purl.obolibrary.org/obo/hp.owl,
HP:0000977,Soft skin,subject,hpo_present,subject,HP:0000977,Soft skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0000978,Bruising susceptibility,subject,hpo_present,subject,HP:0000978,Bruising susceptibility,http://purl.obolibrary.org/obo/hp.owl,
HP:0000988,Skin rash,subject,hpo_present,subject,HP:0000988,Skin rash,http://purl.obolibrary.org/obo/hp.owl,
HP:0000998,Hypertrichosis,subject,hpo_present,subject,HP:0000998,Hypertrichosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001000,Abnormality of skin pigmentation,subject,hpo_absent,subject,HP:0001000,Abnormality of skin pigmentation,http://purl.obolibrary.org/obo/hp.owl,
HP:0001004,Lymphedema,subject,hpo_present,subject,HP:0001004,Lymphedema,http://purl.obolibrary.org/obo/hp.owl,
HP:0001006,obsolete Hypotrichosis,subject,hpo_present,subject,HP:0001006,obsolete Hypotrichosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001010,Hypopigmentation of the skin,subject,hpo_present,subject,HP:0001010,Hypopigmentation of the skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0001015,Prominent superficial veins,subject,hpo_present,subject,HP:0001015,Prominent superficial veins,http://purl.obolibrary.org/obo/hp.owl,
HP:0001022,Albinism,subject,hpo_present,subject,HP:0001022,Albinism,http://purl.obolibrary.org/obo/hp.owl,
HP:0001025,Urticaria,subject,hpo_present,subject,HP:0001025,Urticaria,http://purl.obolibrary.org/obo/hp.owl,
HP:0001028,Hemangioma,subject,hpo_present,subject,HP:0001028,Hemangioma,http://purl.obolibrary.org/obo/hp.owl,
HP:0001047,Atopic dermatitis,subject,hpo_present,subject,HP:0001047,Atopic dermatitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001053,Hypopigmented skin patches,subject,hpo_present,subject,HP:0001053,Hypopigmented skin patches,http://purl.obolibrary.org/obo/hp.owl,
HP:0001057,Aplasia cutis congenita,subject,hpo_present,subject,HP:0001057,Aplasia cutis congenita,http://purl.obolibrary.org/obo/hp.owl,
HP:0001058,Poor wound healing,subject,hpo_present,subject,HP:0001058,Poor wound healing,http://purl.obolibrary.org/obo/hp.owl,
HP:0001059,Pterygium,subject,hpo_present,subject,HP:0001059,Pterygium,http://purl.obolibrary.org/obo/hp.owl,
HP:0001061,Acne,subject,hpo_present,subject,HP:0001061,Acne,http://purl.obolibrary.org/obo/hp.owl,
HP:0001063,Acrocyanosis,subject,hpo_present,subject,HP:0001063,Acrocyanosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001065,Striae distensae,subject,hpo_present,subject,HP:0001065,Striae distensae,http://purl.obolibrary.org/obo/hp.owl,
HP:0001073,Cigarette-paper scars,subject,hpo_present,subject,HP:0001073,Cigarette-paper scars,http://purl.obolibrary.org/obo/hp.owl,
HP:0001075,Atrophic scars,subject,hpo_present,subject,HP:0001075,Atrophic scars,http://purl.obolibrary.org/obo/hp.owl,
HP:0001080,Biliary tract abnormality,subject,hpo_absent,subject,HP:0001080,Biliary tract abnormality,http://purl.obolibrary.org/obo/hp.owl,
HP:0001081,Cholelithiasis,subject,hpo_present,subject,HP:0001081,Cholelithiasis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001087,Developmental glaucoma,subject,hpo_present,subject,HP:0001087,Developmental glaucoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0001140,Limbal dermoid,subject,hpo_present,subject,HP:0001140,Limbal dermoid,http://purl.obolibrary.org/obo/hp.owl,
HP:0001155,Abnormality of the hand,subject,hpo_present,subject,HP:0001155,Abnormality of the hand,http://purl.obolibrary.org/obo/hp.owl,
HP:0001156,Brachydactyly,subject,hpo_present,subject,HP:0001156,Brachydactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001159,Syndactyly,subject,hpo_present,subject,HP:0001159,Syndactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001162,Postaxial hand polydactyly,subject,hpo_present,subject,HP:0001162,Postaxial hand polydactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001163,Abnormality of the metacarpal bones,subject,hpo_absent,subject,HP:0001163,Abnormality of the metacarpal bones,http://purl.obolibrary.org/obo/hp.owl,
HP:0001166,Arachnodactyly,subject,hpo_present,subject,HP:0001166,Arachnodactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001167,Abnormality of finger,subject,hpo_absent,subject,HP:0001167,Abnormality of finger,http://purl.obolibrary.org/obo/hp.owl,
HP:0001169,Broad palm,subject,hpo_present,subject,HP:0001169,Broad palm,http://purl.obolibrary.org/obo/hp.owl,
HP:0001172,Abnormal thumb morphology,subject,hpo_present,subject,HP:0001172,Abnormal thumb morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001176,Large hands,subject,hpo_present,subject,HP:0001176,Large hands,http://purl.obolibrary.org/obo/hp.owl,
HP:0001180,Hand oligodactyly,subject,hpo_present,subject,HP:0001180,Hand oligodactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001182,Tapered finger,subject,hpo_present,subject,HP:0001182,Tapered finger,http://purl.obolibrary.org/obo/hp.owl,
HP:0001187,Hyperextensibility of the finger joints,subject,hpo_present,subject,HP:0001187,Hyperextensibility of the finger joints,http://purl.obolibrary.org/obo/hp.owl,
HP:0001195,Single umbilical artery,subject,hpo_present,subject,HP:0001195,Single umbilical artery,http://purl.obolibrary.org/obo/hp.owl,
HP:0001212,Prominent fingertip pads,subject,hpo_present,subject,HP:0001212,Prominent fingertip pads,http://purl.obolibrary.org/obo/hp.owl,
HP:0001239,Wrist flexion contracture,subject,hpo_present,subject,HP:0001239,Wrist flexion contracture,http://purl.obolibrary.org/obo/hp.owl,
HP:0001245,Small thenar eminence,subject,hpo_present,subject,HP:0001245,Small thenar eminence,http://purl.obolibrary.org/obo/hp.owl,
HP:0001249,Intellectual disability,subject,hpo_present,subject,HP:0001249,Intellectual disability,http://purl.obolibrary.org/obo/hp.owl,
HP:0001250,Seizure,subject,hpo_present,subject,HP:0001250,Seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0001251,Ataxia,subject,hpo_present,subject,HP:0001251,Ataxia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001252,Hypotonia,subject,hpo_present,subject,HP:0001252,Hypotonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001254,Lethargy,subject,hpo_present,subject,HP:0001254,Lethargy,http://purl.obolibrary.org/obo/hp.owl,
HP:0001256,"Intellectual disability, mild",subject,hpo_present,subject,HP:0001256,"Intellectual disability, mild",http://purl.obolibrary.org/obo/hp.owl,
HP:0001257,Spasticity,subject,hpo_present,subject,HP:0001257,Spasticity,http://purl.obolibrary.org/obo/hp.owl,
HP:0001258,Spastic paraplegia,subject,hpo_present,subject,HP:0001258,Spastic paraplegia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001260,Dysarthria,subject,hpo_present,subject,HP:0001260,Dysarthria,http://purl.obolibrary.org/obo/hp.owl,
HP:0001263,Global developmental delay,subject,hpo_present,subject,HP:0001263,Global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0001264,Spastic diplegia,subject,hpo_present,subject,HP:0001264,Spastic diplegia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001265,Hyporeflexia,subject,hpo_present,subject,HP:0001265,Hyporeflexia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001268,Mental deterioration,subject,hpo_present,subject,HP:0001268,Mental deterioration,http://purl.obolibrary.org/obo/hp.owl,
HP:0001270,Motor delay,subject,hpo_present,subject,HP:0001270,Motor delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0001272,Cerebellar atrophy,subject,hpo_present,subject,HP:0001272,Cerebellar atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0001274,Agenesis of corpus callosum,subject,hpo_present,subject,HP:0001274,Agenesis of corpus callosum,http://purl.obolibrary.org/obo/hp.owl,
HP:0001276,Hypertonia,subject,hpo_present,subject,HP:0001276,Hypertonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001278,Orthostatic hypotension,subject,hpo_present,subject,HP:0001278,Orthostatic hypotension,http://purl.obolibrary.org/obo/hp.owl,
HP:0001279,Syncope,subject,hpo_present,subject,HP:0001279,Syncope,http://purl.obolibrary.org/obo/hp.owl,
HP:0001283,Bulbar palsy,subject,hpo_present,subject,HP:0001283,Bulbar palsy,http://purl.obolibrary.org/obo/hp.owl,
HP:0001284,Areflexia,subject,hpo_present,subject,HP:0001284,Areflexia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001287,Meningitis,subject,hpo_present,subject,HP:0001287,Meningitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001288,Gait disturbance,subject,hpo_present,subject,HP:0001288,Gait disturbance,http://purl.obolibrary.org/obo/hp.owl,
HP:0001291,Abnormal cranial nerve morphology,subject,hpo_present,subject,HP:0001291,Abnormal cranial nerve morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001298,Encephalopathy,subject,hpo_present,subject,HP:0001298,Encephalopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0001302,Pachygyria,subject,hpo_present,subject,HP:0001302,Pachygyria,http://purl.obolibrary.org/obo/hp.owl,
HP:0001305,Dandy-Walker malformation,subject,hpo_present,subject,HP:0001305,Dandy-Walker malformation,http://purl.obolibrary.org/obo/hp.owl,
HP:0001310,Dysmetria,subject,hpo_present,subject,HP:0001310,Dysmetria,http://purl.obolibrary.org/obo/hp.owl,
HP:0001317,Abnormal cerebellum morphology,subject,hpo_absent,subject,HP:0001317,Abnormal cerebellum morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001319,Neonatal hypotonia,subject,hpo_present,subject,HP:0001319,Neonatal hypotonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001320,Cerebellar vermis hypoplasia,subject,hpo_present,subject,HP:0001320,Cerebellar vermis hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001321,Cerebellar hypoplasia,subject,hpo_present,subject,HP:0001321,Cerebellar hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001322,obsolete Brain very small,subject,hpo_present,subject,HP:0001322,obsolete Brain very small,http://purl.obolibrary.org/obo/hp.owl,
HP:0001324,Muscle weakness,subject,hpo_present,subject,HP:0001324,Muscle weakness,http://purl.obolibrary.org/obo/hp.owl,
HP:0001328,Specific learning disability,subject,hpo_present,subject,HP:0001328,Specific learning disability,http://purl.obolibrary.org/obo/hp.owl,
HP:0001332,Dystonia,subject,hpo_present,subject,HP:0001332,Dystonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001336,Myoclonus,subject,hpo_present,subject,HP:0001336,Myoclonus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001337,Tremor,subject,hpo_present,subject,HP:0001337,Tremor,http://purl.obolibrary.org/obo/hp.owl,
HP:0001339,Lissencephaly,subject,hpo_present,subject,HP:0001339,Lissencephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001344,Absent speech,subject,hpo_present,subject,HP:0001344,Absent speech,http://purl.obolibrary.org/obo/hp.owl,
HP:0001347,Hyperreflexia,subject,hpo_present,subject,HP:0001347,Hyperreflexia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001349,Facial diplegia,subject,hpo_present,subject,HP:0001349,Facial diplegia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001357,Plagiocephaly,subject,hpo_present,subject,HP:0001357,Plagiocephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001363,Craniosynostosis,subject,hpo_present,subject,HP:0001363,Craniosynostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001367,Abnormal joint morphology,subject,hpo_present,subject,HP:0001367,Abnormal joint morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001369,Arthritis,subject,hpo_present,subject,HP:0001369,Arthritis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001371,Flexion contracture,subject,hpo_present,subject,HP:0001371,Flexion contracture,http://purl.obolibrary.org/obo/hp.owl,
HP:0001373,Joint dislocation,subject,hpo_present,subject,HP:0001373,Joint dislocation,http://purl.obolibrary.org/obo/hp.owl,
HP:0001377,Limited elbow extension,subject,hpo_present,subject,HP:0001377,Limited elbow extension,http://purl.obolibrary.org/obo/hp.owl,
HP:0001385,Hip dysplasia,subject,hpo_present,subject,HP:0001385,Hip dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001387,Joint stiffness,subject,hpo_present,subject,HP:0001387,Joint stiffness,http://purl.obolibrary.org/obo/hp.owl,
HP:0001388,Joint laxity,subject,hpo_present,subject,HP:0001388,Joint laxity,http://purl.obolibrary.org/obo/hp.owl,
HP:0001392,Abnormality of the liver,subject,hpo_absent,subject,HP:0001392,Abnormality of the liver,http://purl.obolibrary.org/obo/hp.owl,
HP:0001394,Cirrhosis,subject,hpo_present,subject,HP:0001394,Cirrhosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001395,Hepatic fibrosis,subject,hpo_present,subject,HP:0001395,Hepatic fibrosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001396,Cholestasis,subject,hpo_present,subject,HP:0001396,Cholestasis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001397,Hepatic steatosis,subject,hpo_present,subject,HP:0001397,Hepatic steatosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001403,Macrovesicular hepatic steatosis,subject,hpo_present,subject,HP:0001403,Macrovesicular hepatic steatosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001409,Portal hypertension,subject,hpo_present,subject,HP:0001409,Portal hypertension,http://purl.obolibrary.org/obo/hp.owl,
HP:0001410,Decreased liver function,subject,hpo_absent,subject,HP:0001410,Decreased liver function,http://purl.obolibrary.org/obo/hp.owl,
HP:0001414,Microvesicular hepatic steatosis,subject,hpo_present,subject,HP:0001414,Microvesicular hepatic steatosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001438,Abnormal abdomen morphology,subject,hpo_absent,subject,HP:0001438,Abnormal abdomen morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001500,Broad finger,subject,hpo_present,subject,HP:0001500,Broad finger,http://purl.obolibrary.org/obo/hp.owl,
HP:0001508,Failure to thrive,subject,hpo_present,subject,HP:0001508,Failure to thrive,http://purl.obolibrary.org/obo/hp.owl,
HP:0001511,Intrauterine growth retardation,subject,hpo_present,subject,HP:0001511,Intrauterine growth retardation,http://purl.obolibrary.org/obo/hp.owl,
HP:0001513,Obesity,subject,hpo_present,subject,HP:0001513,Obesity,http://purl.obolibrary.org/obo/hp.owl,
HP:0001518,Small for gestational age,subject,hpo_present,subject,HP:0001518,Small for gestational age,http://purl.obolibrary.org/obo/hp.owl,
HP:0001519,Disproportionate tall stature,subject,hpo_present,subject,HP:0001519,Disproportionate tall stature,http://purl.obolibrary.org/obo/hp.owl,
HP:0001520,Large for gestational age,subject,hpo_present,subject,HP:0001520,Large for gestational age,http://purl.obolibrary.org/obo/hp.owl,
HP:0001528,Hemihypertrophy,subject,hpo_present,subject,HP:0001528,Hemihypertrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0001533,Slender build,subject,hpo_present,subject,HP:0001533,Slender build,http://purl.obolibrary.org/obo/hp.owl,
HP:0001537,Umbilical hernia,subject,hpo_present,subject,HP:0001537,Umbilical hernia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001541,Ascites,subject,hpo_present,subject,HP:0001541,Ascites,http://purl.obolibrary.org/obo/hp.owl,
HP:0001548,Overgrowth,subject,hpo_present,subject,HP:0001548,Overgrowth,http://purl.obolibrary.org/obo/hp.owl,
HP:0001555,Asymmetry of the thorax,subject,hpo_present,subject,HP:0001555,Asymmetry of the thorax,http://purl.obolibrary.org/obo/hp.owl,
HP:0001558,Decreased fetal movement,subject,hpo_present,subject,HP:0001558,Decreased fetal movement,http://purl.obolibrary.org/obo/hp.owl,
HP:0001561,Polyhydramnios,subject,hpo_present,subject,HP:0001561,Polyhydramnios,http://purl.obolibrary.org/obo/hp.owl,
HP:0001562,Oligohydramnios,subject,hpo_present,subject,HP:0001562,Oligohydramnios,http://purl.obolibrary.org/obo/hp.owl,
HP:0001572,Macrodontia,subject,hpo_present,subject,HP:0001572,Macrodontia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001578,Increased circulating cortisol level,subject,hpo_present,subject,HP:0001578,Increased circulating cortisol level,http://purl.obolibrary.org/obo/hp.owl,
HP:0001583,Rotary nystagmus,subject,hpo_present,subject,HP:0001583,Rotary nystagmus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001591,Bell-shaped thorax,subject,hpo_present,subject,HP:0001591,Bell-shaped thorax,http://purl.obolibrary.org/obo/hp.owl,
HP:0001595,Abnormal hair morphology,subject,hpo_absent,subject,HP:0001595,Abnormal hair morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001596,Alopecia,subject,hpo_present,subject,HP:0001596,Alopecia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001597,Abnormality of the nail,subject,hpo_absent,subject,HP:0001597,Abnormality of the nail,http://purl.obolibrary.org/obo/hp.owl,
HP:0001600,Abnormality of the larynx,subject,hpo_absent,subject,HP:0001600,Abnormality of the larynx,http://purl.obolibrary.org/obo/hp.owl,
HP:0001601,Laryngomalacia,subject,hpo_present,subject,HP:0001601,Laryngomalacia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001608,Abnormality of the voice,subject,hpo_absent,subject,HP:0001608,Abnormality of the voice,http://purl.obolibrary.org/obo/hp.owl,
HP:0001609,Hoarse voice,subject,hpo_present,subject,HP:0001609,Hoarse voice,http://purl.obolibrary.org/obo/hp.owl,
HP:0001611,Nasal speech,subject,hpo_present,subject,HP:0001611,Nasal speech,http://purl.obolibrary.org/obo/hp.owl,
HP:0001612,Weak cry,subject,hpo_present,subject,HP:0001612,Weak cry,http://purl.obolibrary.org/obo/hp.owl,
HP:0001618,Dysphonia,subject,hpo_present,subject,HP:0001618,Dysphonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001621,Weak voice,subject,hpo_present,subject,HP:0001621,Weak voice,http://purl.obolibrary.org/obo/hp.owl,
HP:0001622,Premature birth,subject,hpo_present,subject,HP:0001622,Premature birth,http://purl.obolibrary.org/obo/hp.owl,
HP:0001626,Abnormality of the cardiovascular system,subject,hpo_absent,subject,HP:0001626,Abnormality of the cardiovascular system,http://purl.obolibrary.org/obo/hp.owl,
HP:0001627,Abnormal heart morphology,subject,hpo_absent,subject,HP:0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001629,Ventricular septal defect,subject,hpo_present,subject,HP:0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/hp.owl,
HP:0001631,Atrial septal defect,subject,hpo_present,subject,HP:0001631,Atrial septal defect,http://purl.obolibrary.org/obo/hp.owl,
HP:0001633,Abnormal mitral valve morphology,subject,hpo_absent,subject,HP:0001633,Abnormal mitral valve morphology,http://purl.obolibrary.org/obo/hp.owl,
